epoch,loss,val_loss
0,0.19261083766525866,0.0006562783841778022
1,0.07647419866977953,0.0012399838126909274
2,0.041272594648249006,0.00288904808425846
3,0.04735001651387589,0.003009870845394639
4,0.03511700392061589,0.0020615000797149082
5,0.029326900109356523,0.0015295592109816005
6,0.029598890055044024,0.001460966904862569
7,0.030680622759402965,0.0017907696041780023
8,0.028320807780997426,0.002190254682388443
9,0.026816163577285466,0.0022278521209955215
10,0.022268114465416645,0.0021184532938954923
11,0.02124049792102739,0.0019492062453467112
12,0.02435915970115685,0.002151925815269351
13,0.022641222357896028,0.002497764017719489
14,0.02031466543820559,0.0025577540867603742
15,0.02079411921109639,0.0022862379331714832
16,0.019624449111813425,0.0021519303465118776
17,0.020969321850833354,0.002517055308159727
18,0.02237434206786109,0.0023154305616536965
19,0.020132700748303357,0.0025690449312186013
20,0.018764022518606746,0.002829587319865823
21,0.01605284031407506,0.0026616745700056735
22,0.016928872057035856,0.0026327412432202925
23,0.015376771416734247,0.0028345273413623753
24,0.015947738881496823,0.003345982010404651
25,0.01593918912112713,0.003118247313138384
26,0.015991164462677405,0.002925179056966534
27,0.014382843494269193,0.002989758773205372
28,0.01474986707462984,0.0033620397130457256
29,0.015155273982707192,0.0027150785765395714
30,0.01591419793811499,0.0029561523921214617
31,0.0139968885547098,0.0033482635178818153
32,0.013483416252568657,0.002775241513378345
33,0.012693835331090525,0.002651324003146818
34,0.01456254368246186,0.0031901643647310827
35,0.015804110423606986,0.0027525742502453234
36,0.015516752021058518,0.00333803748855224
37,0.013200555069773806,0.0034628851124300407
38,0.012613488050798575,0.0027342069929895494
39,0.011590374615408626,0.003210603420694287
40,0.013849435593275464,0.0030228612192261676
41,0.01316562969712358,0.0031633041978168944
42,0.01152135539507749,0.0033023451598217855
43,0.012516428442562328,0.003066248851470076
44,0.014179162087612877,0.0030198899241021047
45,0.010877263083980949,0.003668064108261695
46,0.01176792531109908,0.003146349613626416
47,0.013279814181812838,0.0031346298503474547
48,0.012264528823103391,0.0041095505540187545
49,0.011294704624543003,0.003246206002166638
50,0.013148916045240327,0.003688392838319907
51,0.010922653134912252,0.0044603061217528125
52,0.012795007111979466,0.004189904922476182
53,0.01125231172487724,0.0043774527282668995
54,0.010400201687041451,0.004217879595951392
55,0.009821509864802161,0.004162299518401806
56,0.009369986433097544,0.0043180378225560374
57,0.01104651128544527,0.004504149242375906
58,0.010315040523624596,0.004366305800011525
59,0.00997247826308012,0.004420644496209347
60,0.009789741744159483,0.0046426401688502384
61,0.010514351913668946,0.005097313246761377
62,0.011042631979958684,0.004856742703570769
63,0.010236888388902242,0.005025217918535838
64,0.008153409514503152,0.005264353508559557
65,0.010060113507742975,0.005561144091188908
66,0.009956020533162005,0.005451906185883742
67,0.008978997247622293,0.0060429670131550385
68,0.00919885610632014,0.005760112992272927
69,0.00943429508776057,0.006063344028706734
70,0.010641403697138908,0.006353388827007551
71,0.009942567222477758,0.00634719542442606
72,0.010019829807182154,0.006710560849079719
73,0.008562039876101064,0.006911683039596448
74,0.009277038878816016,0.007088466189228571
75,0.008953938881556192,0.007475731894373894
76,0.010235831506696403,0.00758690250894198
77,0.009713961181285627,0.007805338057761009
78,0.008762462758550457,0.008019205827552538
79,0.011117447140243123,0.008350651209744124
80,0.00858719866065418,0.008709694688709883
81,0.00943905787597246,0.008810776715668349
82,0.008478027092767697,0.009089753318291444
83,0.009170492458175503,0.009310997879275909
84,0.008922495979669631,0.009606584978218261
85,0.008208183717786097,0.009743159923415918
86,0.00832383259309127,0.010068160123549975
87,0.007992228931363891,0.010346109047532082
88,0.007423361726835662,0.010442109062121464
89,0.00838505383580923,0.010833139029832987
90,0.008684157329958444,0.010981409094081475
91,0.007863267306603637,0.011290921543080073
92,0.01048265004932296,0.011401011465260616
93,0.009130824174658925,0.0117888215642709
94,0.008779682219028473,0.01194872592504208
95,0.009301399994714587,0.012361517462592859
96,0.008362652359566852,0.012539445709150571
97,0.008529099654041085,0.013083409804564256
98,0.009944828017158252,0.013254884272240676
99,0.008491802832805644,0.013423192243163403
