Close,Timestamp,High,Low,Open
10887.2446028,1518928200,10918.41993755,10805.0,10849.18089998
10539.10099839,1518930000,10917.916,10489.65147857,10896.42011501
10414.9999994,1518931800,10612.46689886,10400.0,10539.10099839
10602.11909401,1518933600,10629.51345745,10398.11429907,10407.0
10408.16431168,1518935400,10620.0,10381.0,10619.99999996
10479.99990034,1518937200,10550.00000013,10390.00000003,10408.16431168
10573.00000149,1518939000,10622.99999984,10428.16431141,10490.0
10450.0,1518940800,10580.00000019,10438.7717401,10576.35319988
10304.00000001,1518942600,10452.00000028,10285.0,10451.0
10350.0,1518944400,10404.5,10285.0,10300.00000003
10080.00285091,1518946200,10349.99990003,10080.0,10349.99990003
10370.36009711,1518948000,10380.0,10085.42727566,10099.99999997
10480.52083803,1518949800,10480.99999976,10311.0,10370.3600972
10470.9999,1518951600,10549.0,10421.00000004,10481.0
10570.0,1518953400,10580.0,10439.38924563,10469.9521717
10448.0,1518955200,10570.00000001,10400.79537534,10560.0
10510.50000002,1518957000,10549.0,10386.9997,10447.0
10697.99999915,1518958800,10704.56138954,10450.01814244,10510.12213906
10699.99999997,1518960600,10777.6,10685.0,10697.99999915
10665.56450693,1518962400,10750.0,10650.9644,10685.00000048
10742.731998,1518964200,10751.26000329,10650.96440018,10665.56450689
10794.99999693,1518966000,10848.0,10720.0,10742.7319991
10630.0,1518967800,10794.99999516,10582.16570363,10780.0
10519.99999542,1518969600,10695.18375813,10460.0001,10630.0
10571.0,1518971400,10571.0,10444.19184469,10500.159266
10639.99999996,1518973200,10699.0,10561.82708354,10571.0
10737.96448846,1518975000,10737.96448848,10618.59539852,10639.99999996
10711.00010021,1518976800,10741.00000158,10581.0,10737.96448848
10750.00000017,1518978600,10778.86052416,10700.0,10711.00010021
10803.19771307,1518980400,10820.629,10691.06148954,10762.99999994
10846.19936004,1518982200,10850.0,10782.08119208,10812.99999989
10806.4118742,1518984000,10849.99999996,10760.92500014,10849.99999996
10760.00004488,1518985800,10840.00000001,10720.00000001,10808.35516023
10695.00009994,1518987600,10774.99999997,10649.99999988,10762.97286
10756.48917521,1518989400,10775.48917696,10614.61345209,10695.00009994
10710.0,1518991200,10756.48917506,10670.3892456,10751.24356301
10554.04623025,1518993000,10732.48999974,10532.959205,10710.0
10380.00006021,1518994800,10574.99999617,10377.0,10574.99999617
10379.00000001,1518996600,10518.94836629,10350.56453364,10391.99989997
10424.45214293,1518998400,10424.45214293,10289.99999911,10399.99999946
10411.00000336,1519000200,10479.99999996,10324.94416957,10424.45224334
10537.460377,1519002000,10590.0,10408.7064283,10438.70642794
10632.95490006,1519003800,10652.84061498,10515.72346563,10537.36770455
10471.44796292,1519005600,10655.43141542,10431.68006533,10635.11590003
10580.00000021,1519007400,10611.36099246,10469.99999927,10469.99999927
10551.81030003,1519009200,10629.92710134,10550.0,10580.00000015
10516.77110124,1519011000,10585.2222,10480.00000023,10553.0983
10569.60050283,1519012800,10575.56138942,10509.99999999,10521.22470001
10535.29776482,1519014600,10571.39645267,10523.68270003,10553.48118055
10451.00000041,1519016400,10550.0,10450.0,10534.29776491
10479.08844276,1519018200,10481.17153633,10400.0,10451.00000045
10479.99999823,1519020000,10520.43004163,10452.7234656,10467.56148954
10487.88702466,1519021800,10499.0,10435.0,10478.95199816
10742.00000035,1519023600,10750.00000357,10470.99999999,10487.88702466
10820.00000149,1519025400,10859.9999991,10750.00009998,10750.00009998
10819.13213717,1519027200,10846.81155116,10719.99990113,10820.00000175
10803.35290785,1519029000,10854.15069933,10777.84000046,10827.15069932
10769.00000016,1519030800,10817.67189103,10749.9999,10803.35290782
10938.4874037,1519032600,10950.56138955,10729.60967465,10759.94414222
10966.26063497,1519034400,11042.24559212,10928.46779523,10928.46779523
10918.99999997,1519036200,10972.99779888,10890.81787751,10966.0
10920.0,1519038000,10973.42204994,10875.71785509,10890.7363442
10948.32814368,1519039800,10960.0,10843.19792754,10920.00000006
10960.0,1519041600,11000.0,10916.6396854,10940.00000003
10892.99,1519043400,10970.4877866,10865.20111709,10960.0
10895.255208,1519045200,10899.02683698,10798.06373301,10891.84492788
10940.40171113,1519047000,10947.56138952,10865.94120776,10890.00000001
10961.43074286,1519048800,10979.99983446,10914.47631273,10947.00009954
10932.8296139,1519050600,10961.43073925,10890.99999947,10961.43073925
11145.97789837,1519052400,11162.82961053,10932.8296139,10932.8296139
11172.596265,1519054200,11200.0,11065.97789844,11159.0
11202.49729733,1519056000,11227.05912858,11119.99999996,11172.596265
11070.99999735,1519057800,11246.98765432,11055.0,11200.0
11045.0,1519059600,11103.5376433,10971.18000004,11058.00000038
10960.01630258,1519061400,11088.00049292,10898.7233195,11045.0
11057.27022035,1519063200,11116.57972711,10942.2317823,10958.1832632
11092.2,1519065000,11131.00388855,10999.21729604,11066.99999999
11175.90599997,1519066800,11177.3469285,11026.31677153,11081.31722184
11127.19892771,1519068600,11190.06432067,11122.45222267,11175.90599991
11106.00000829,1519070400,11149.99999994,11068.67168537,11127.19892773
11204.17925905,1519072200,11204.17925905,11106.00000552,11106.00000552
11141.68648919,1519074000,11223.54878619,11133.23276167,11204.94268435
11085.99999997,1519075800,11137.50373494,10990.00000001,11137.50373494
11140.68648919,1519077600,11140.68648919,11064.44214719,11070.00000032
11090.27040342,1519079400,11197.42549859,11060.00000005,11141.0
11134.99999967,1519081200,11149.99999993,11037.71102213,11078.27040344
11155.99999985,1519083000,11198.18504773,11112.18231642,11130.0
11367.00000001,1519084800,11399.906,11152.43276121,11178.99999824
11429.99999991,1519086600,11450.0,11334.1947148,11384.99999985
11483.0,1519088400,11495.99999998,11396.20000289,11425.0
11500.0,1519090200,11500.0,11405.69999595,11495.69999736
11462.05599996,1519092000,11500.96570378,11450.0,11500.0
11380.0,1519093800,11477.8575648,11345.0,11459.99999994
11400.0,1519095600,11421.56138952,11301.96857184,11380.00000005
11424.33067561,1519097400,11451.56138929,11385.3265,11402.18068842
11465.47535606,1519099200,11500.92004017,11401.00000042,11424.0194964
11455.5113992,1519101000,11528.97732703,11411.88756142,11500.0
11413.00000202,1519102800,11471.2584637,11409.00000101,11455.5113993
11444.0,1519104600,11468.99999979,11370.0,11413.00000003
11450.41666512,1519106400,11470.41668418,11422.41668775,11447.56138691
11556.0,1519108200,11556.0,11433.41667049,11450.41666518
11571.00000022,1519110000,11571.00000022,11500.00958382,11556.0
11532.00000004,1519111800,11646.98623218,11519.71265172,11570.52000011
11450.0,1519113600,11560.0,11400.0,11542.61025654
11350.88038641,1519115400,11480.41668166,11300.0241356,11450.0
11211.42352046,1519117200,11360.22823092,11200.920001,11353.0
11351.90913664,1519119000,11368.89900002,11201.0,11210.0
11350.3557184,1519120800,11368.0,11260.91179564,11333.98220117
11389.0,1519122600,11415.43763594,11350.56138955,11350.56138955
11358.79289603,1519124400,11397.48840912,11290.64933681,11397.48840912
11400.44327982,1519126200,11453.0,11342.64393037,11358.79289601
11480.0,1519128000,11500.0,11399.24327999,11400.29100508
11433.29983646,1519129800,11500.0,11430.0,11480.00000007
11535.49576483,1519131600,11540.62481816,11428.76133254,11430.000001
11530.50689378,1519133400,11600.0,11495.72055748,11535.49576483
11488.56100157,1519135200,11584.99999952,11375.84838815,11540.51484394
11519.99999994,1519137000,11553.0,11488.56100217,11500.0
11440.00000109,1519138800,11518.68569997,11398.91179573,11518.68569997
11510.0,1519140600,11519.27822302,11410.29702374,11445.0
11638.34999759,1519142400,11650.00000003,11490.64310756,11500.0
11583.0,1519144200,11649.99999512,11571.87190449,11649.99999512
11684.0,1519146000,11689.9999,11569.99999997,11583.00000001
11692.9222369,1519147800,11725.0,11643.15999998,11655.00000062
11670.0,1519149600,11725.0,11600.99999976,11692.9222369
11677.0,1519151400,11727.43055836,11643.91282823,11661.33974788
11578.0,1519153200,11701.81025291,11540.00000893,11677.0
11650.00000065,1519155000,11680.0,11577.0,11578.0
11685.0321351,1519156800,11696.67183397,11614.29949393,11650.00000104
11723.96251239,1519158600,11749.0,11660.0911707,11665.94669693
11705.0,1519160400,11746.82931132,11673.0,11739.99999989
11699.0,1519162200,11734.59625071,11675.00000025,11705.0
11768.5,1519164000,11777.0,11693.0,11699.0
11362.98,1519165800,11767.99999998,11234.56789,11767.11349991
11285.0,1519167600,11394.79165068,11175.0,11362.98
11217.16508497,1519169400,11332.21121572,11080.99999997,11290.8431831
10976.52122698,1519171200,11225.9390397,10876.0,11217.16508497
11086.58945741,1519173000,11100.0,10855.0,10976.52122747
11129.67474662,1519174800,11180.91978418,11003.68222863,11075.59530619
11082.43529583,1519176600,11272.56700835,11082.43529537,11129.67384759
10900.00000039,1519178400,11143.54516773,10900.00000039,11082.43529596
11040.71340448,1519180200,11055.3821245,10895.53470457,10900.00000005
11086.87,1519182000,11131.00388855,11037.2388722,11042.56138955
10900.00000015,1519183800,11114.0,10855.0,11086.85169511
10830.49976121,1519185600,10927.60565777,10659.11000006,10900.00000022
10770.00000002,1519187400,10886.43502444,10724.50435553,10820.00000102
10869.70069226,1519189200,10918.07220122,10766.7423627,10769.38324035
10839.99999909,1519191000,10886.37828009,10709.28000003,10869.70069586
10994.57742094,1519192800,11044.0,10723.50668882,10833.993687
11072.27163812,1519194600,11080.00000005,10950.0,10989.99999998
11046.00000022,1519196400,11078.91249976,10968.17742096,11078.3928
11101.91909641,1519198200,11128.27176429,11043.26794023,11054.025
