Close,Timestamp,High,Low,Open
8070.0,1518393227,8070.0,8070.0,8070.0
8178.64256119,1518393600,8235.11265355,8070.0,8070.0
8223.97033176,1518395400,8261.56138897,8163.47286117,8208.64255838
8342.80558449,1518397200,8348.20138953,8178.0,8223.97033111
8401.66777819,1518399000,8438.07106536,8281.04823019,8342.80558479
8393.0,1518400800,8401.66777816,8296.5104056,8359.6594393
8535.00000112,1518402600,8535.00000112,8393.0,8399.97
8465.99999997,1518404400,8570.0,8437.13905312,8535.00000112
8488.58702677,1518406200,8517.32709836,8436.51040584,8460.00000005
8460.00000271,1518408000,8554.56138952,8454.59010107,8488.58702523
8500.92000023,1518409800,8547.01522521,8465.02392259,8469.00999985
8422.00000073,1518411600,8510.97999624,8419.06972711,8494.91079572
8385.10000003,1518413400,8437.73845251,8358.02341548,8422.00000073
8440.00000003,1518415200,8470.56138952,8385.10000003,8385.10000003
8424.38999839,1518417000,8448.19877597,8405.29460052,8440.00000002
8530.0,1518418800,8539.38528881,8320.0,8432.99999953
8490.60000008,1518420600,8538.99999451,8472.5104056,8529.99999998
8762.00000113,1518422400,8773.73726626,8483.35890798,8490.60000008
8758.61847738,1518424200,8817.58751507,8709.5738109,8762.00000116
8728.63003418,1518426000,8810.00000002,8705.63003562,8767.56138637
8800.0,1518427800,8809.99999998,8715.53708919,8728.63003421
8744.99845044,1518429600,8805.0,8720.00000058,8800.0
8819.96974192,1518431400,8845.0,8744.99845155,8744.99845155
8713.80456501,1518433200,8837.89999687,8681.57694085,8825.00000436
8645.0,1518435000,8718.60930003,8620.0,8696.95248999
8720.0,1518436800,8723.43497062,8641.71000379,8645.0
8770.0,1518438600,8783.5,8711.47000034,8717.5000026
8750.0,1518440400,8794.99999999,8711.47000015,8770.0
8672.80975859,1518442200,8755.99127022,8651.0,8750.0
8570.00000147,1518444000,8706.9111909,8569.35981094,8680.00000121
8554.0607844,1518445800,8610.22564929,8520.0,8575.85070263
8600.0,1518447600,8635.0,8545.00000002,8545.00000002
8650.67400002,1518449400,8665.0,8581.99999994,8610.0
8680.29042874,1518451200,8749.99999996,8632.00000114,8650.67400002
8685.00084881,1518453000,8744.24211112,8664.40454264,8680.29042974
8699.24999993,1518454800,8726.96500558,8625.0,8664.40454628
8769.76999868,1518456600,8769.773532,8679.20000054,8699.24999993
8645.0,1518458400,8769.99998851,8629.59285152,8769.76999849
8672.0,1518460200,8692.0,8645.00001002,8645.01000032
8733.62000304,1518462000,8749.73846795,8660.71208563,8672.35081389
8795.99999988,1518463800,8800.0,8695.48196736,8733.62000317
8861.00000063,1518465600,8871.0,8739.00000002,8795.99999999
8873.87999996,1518467400,8928.70706097,8827.1858325,8861.01000149
8800.05000038,1518469200,8880.0,8780.0,8875.00000134
8831.55999994,1518471000,8857.60928026,8772.71208563,8800.05000039
8794.16624377,1518472800,8847.0,8740.21,8831.55999997
8900.0,1518474600,8900.0,8786.58098617,8794.16624377
8946.67080175,1518476400,9000.0,8888.0,8890.00000154
8910.0,1518478200,8989.18683,8840.71208563,8946.67080178
8860.01000008,1518480000,8943.49999999,8826.13754371,8889.00000164
8929.99999982,1518481800,8930.0,8850.0,8860.01000008
8794.37946417,1518483600,8931.00242268,8784.71208568,8912.5700007
8766.91061866,1518485400,8840.5613889,8730.000001,8799.0
8728.99999997,1518487200,8755.41062162,8655.62205181,8746.7539823
8718.609288,1518489000,8738.84565953,8663.00000004,8728.99999997
8700.0,1518490800,8763.3,8700.0,8718.609288
8758.51709954,1518492600,8758.69485906,8684.71208695,8704.37065979
8628.77219694,1518494400,8771.83290089,8606.5905068,8758.52000003
8576.56138955,1518496200,8642.0,8493.48947986,8628.77219697
8601.0525524,1518498000,8631.25017402,8576.56000066,8579.99999991
8619.0,1518499800,8634.23550969,8572.71208563,8600.00000219
8632.56138927,1518501600,8632.56138952,8576.71208606,8608.00000203
8708.130301,1518503400,8713.99999997,8602.00032602,8620.40000975
8726.99999656,1518505200,8753.13239696,8667.47148203,8708.130301
8650.01999991,1518507000,8727.0,8644.7120856,8726.99999656
8465.1450936,1518508800,8649.99999973,8445.99999985,8641.47272086
8529.99999924,1518510600,8539.99999935,8444.41709819,8460.03504296
8417.99999992,1518512400,8529.99999916,8367.56138959,8529.99999916
8431.9640327,1518514200,8463.40299792,8383.24895345,8417.99999992
8442.0,1518516000,8449.79563891,8355.0,8431.9640327
8496.64859107,1518517800,8509.99999997,8431.00000001,8442.0
8425.06961771,1518519600,8547.66462808,8400.0,8483.99999976
8505.0,1518521400,8565.0,8416.99999791,8425.19999999
8547.99999999,1518523200,8550.36121589,8450.0,8515.34002122
8570.000001,1518525000,8590.0,8501.00000003,8547.99999999
8560.0000003,1518526800,8635.50000002,8534.25011308,8573.0
8590.0,1518528600,8600.0,8520.0,8560.0000003
8618.99999993,1518530400,8645.0,8575.00000009,8590.0
8618.92637966,1518532200,8665.67403774,8609.0,8618.99999996
8527.81427505,1518534000,8618.92637966,8510.0,8618.92637964
8479.00000056,1518535800,8535.0,8457.58814217,8527.81427514
8539.47100102,1518537600,8552.56139849,8479.0,8479.00000054
8550.0,1518539400,8575.91020342,8505.00000001,8539.47100147
8579.26107936,1518541200,8611.512,8532.00000492,8550.00855167
8620.45390913,1518543000,8640.0,8549.60131413,8563.00000154
8618.02000186,1518544800,8666.0,8608.87201567,8620.45390913
8575.00000196,1518546600,8649.99999996,8575.00000004,8618.02000186
8586.73098195,1518548400,8604.56138902,8549.60131413,8588.98999989
8623.5499924,1518550200,8634.60152358,8576.58855758,8592.00000009
8700.0,1518552000,8731.63377639,8600.00000003,8600.00000678
8720.02021715,1518553800,8731.63377626,8660.8720157,8697.99999985
8636.26483542,1518555600,8720.02709667,8632.89001169,8720.02021652
8544.87201647,1518557400,8655.13784057,8544.87201647,8655.13784057
8558.0,1518559200,8575.37890259,8515.0000004,8558.8525792
8552.56139,1518561000,8570.51450018,8474.7,8558.0
8489.89999625,1518562800,8568.22477613,8478.34752917,8552.56139
8500.61835334,1518564600,8552.0,8480.00000034,8489.89
8538.71572593,1518566400,8568.31099085,8500.6183543,8523.09999763
8590.9999988,1518568200,8636.99974148,8534.53070825,8549.99998869
8602.01000001,1518570000,8671.98999995,8590.0,8590.98999996
8636.29,1518571800,8680.0,8601.0,8619.99999574
8682.03852443,1518573600,8719.99999999,8648.7760359,8648.7760359
8707.07999892,1518575400,8731.63377639,8682.00000108,8695.33687174
8666.30706806,1518577200,8707.07999766,8628.5532151,8707.07999766
8683.75874997,1518579000,8707.07999202,8660.77777003,8687.99999545
8825.00000225,1518580800,8830.0,8688.91471829,8700.0
8801.0,1518582600,8842.99999999,8784.04642378,8825.00000228
8744.32538693,1518584400,8801.0,8733.18961927,8801.0
8849.99999639,1518586200,8865.29468346,8744.32538918,8781.99999604
8864.27742096,1518588000,8875.0,8820.17653673,8837.10362213
8790.0,1518589800,8874.98999995,8784.99000004,8842.92713723
8850.0,1518591600,8870.51299428,8790.0,8800.0
8890.4600001,1518593400,8900.0,8848.99,8850.0
8898.50000016,1518595200,8898.99999778,8819.97309055,8891.3490461
8869.99999996,1518597000,8900.0,8821.06433568,8888.61155636
8799.99999247,1518598800,8883.05498906,8764.0,8869.99999996
8786.0,1518600600,8817.48035005,8785.18113007,8817.48035002
8833.10241936,1518602400,8851.04813579,8787.0,8787.0
8755.99999994,1518604200,8830.0,8753.00000006,8808.26241969
8809.9899988,1518606000,8816.00593992,8744.72212959,8754.99999996
8935.49999999,1518607800,8935.5,8776.69986599,8809.98999828
9140.0000005,1518609600,9230.0,8935.49999998,8935.49999999
9170.0,1518611400,9185.999999,9093.06433575,9140.00000077
9223.65000216,1518613200,9299.0,9125.0,9178.44365475
9202.99999742,1518615000,9285.16148531,9176.97943929,9225.06433579
9160.77043476,1518616800,9237.66999999,9110.0,9207.56139388
9145.00000065,1518618600,9199.99999999,9139.99999994,9162.94596974
9235.99999749,1518620400,9250.13089849,9145.5,9145.5
9296.17083893,1518622200,9300.0,9206.00329958,9235.99999746
9289.0,1518624000,9327.78940074,9258.19672139,9296.51
9248.99999994,1518625800,9301.0,9207.0,9270.0000051
9250.27000043,1518627600,9289.82852671,9235.0,9248.99999995
9299.99897999,1518629400,9305.00000285,9242.64997665,9250.27000042
9315.00000145,1518631200,9361.63999984,9280.70200016,9286.00000157
9263.17395303,1518633000,9325.719513,9230.0,9315.00000136
9219.99998996,1518634800,9282.17380118,9159.53236837,9282.17380118
9228.69684699,1518636600,9282.9999,9200.0,9201.0
9294.40603887,1518638400,9320.0,9183.00000003,9228.69684847
9271.20493055,1518640200,9310.00010031,9244.04081899,9294.40603887
9252.0,1518642000,9289.82852853,9204.54233475,9283.99999997
9294.72712383,1518643800,9347.90505615,9252.0,9252.0
9344.9456983,1518645600,9348.8855839,9240.0,9285.0
9437.8180493,1518647400,9441.0,9331.06502542,9331.06502542
9438.5686826,1518649200,9450.34186297,9385.00000999,9437.8180493
9469.99998292,1518651000,9485.88887924,9431.00000117,9439.0255449
9455.91439584,1518652800,9469.99998262,9393.46518108,9456.2142096
9363.26870712,1518654600,9461.66400023,9319.84000301,9435.73127535
9421.99999837,1518656400,9439.99999983,9354.00000333,9354.00000333
9400.49999564,1518658200,9439.99999579,9374.0,9421.99999853
9449.56871061,1518660000,9468.91430528,9380.00000301,9399.55994567
9620.00000155,1518661800,9663.0,9433.0,9449.56871067
9623.99398164,1518663600,9710.90912528,9616.0,9620.96200156
9659.20997262,1518665400,9698.78928147,9612.0,9616.226633
9659.20997261,1518667200,9700.5,9619.37333673,9659.20997262
9735.134,1518669000,9745.15346406,9657.35,9659.20997261
9657.63985611,1518670800,9739.79441939,9622.94970008,9735.13399986
9685.68,1518672600,9725.56138948,9655.1398564,9657.51435395
9696.81990661,1518674400,9767.315707,9669.07066481,9697.99899944
9683.99999996,1518676200,9727.27895867,9654.72810256,9696.81990661
9697.99998724,1518678000,9699.99999627,9656.77422581,9683.99999996
9809.00000067,1518679800,9844.0,9681.00000036,9685.9999873
9831.0000001,1518681600,9853.0,9800.05999997,9822.0
9834.60672536,1518683400,9867.99999096,9810.01321707,9831.03000019
9910.00000159,1518685200,9940.1302436,9834.60673211,9863.87999896
9596.07204483,1518687000,9927.48241152,9507.56139,9910.00000159
9525.1,1518688800,9689.99999987,9430.56163723,9596.07204497
9646.99999942,1518690600,9649.0,9530.0,9537.99999932
9559.7631675,1518692400,9751.07150028,9551.85113893,9640.56138956
9591.99999561,1518694200,9627.99999985,9512.99999955,9559.76316749
9650.0,1518696000,9670.9999997,9574.00000024,9591.99999558
9713.0,1518697800,9740.00000005,9630.00000411,9640.35555004
9703.81579226,1518699600,9733.82688374,9650.08922185,9720.0
9658.30131001,1518701400,9715.18222175,9618.482412,9703.81579226
9799.20709515,1518703200,9800.0,9658.30131001,9658.30131001
9843.44274779,1518705000,9880.0018885,9772.1,9799.20709515
9849.99999984,1518706800,9850.0,9780.0,9843.44274762
9815.0000011,1518708600,9860.99999484,9755.06433563,9830.00000678
9856.00000005,1518710400,9865.0,9767.24972163,9824.10123441
9915.69785657,1518712200,9920.0,9806.72000004,9863.60937925
10033.0,1518714000,10033.0,9840.8,9919.99999995
10050.99501064,1518715800,10050.99501064,9951.7931476,10030.99999986
10169.9999995,1518717600,10198.5,10041.00000031,10041.00000031
10062.0,1518719400,10172.47744155,9953.1526736,10169.99999919
10120.99999993,1518721200,10124.56138955,10034.92500046,10062.0
10083.64335627,1518723000,10150.0,10081.64335671,10121.6039
10047.99999914,1518724800,10128.05684273,10000.17063966,10083.64335631
10069.0,1518726600,10100.0,9960.0,10047.99999911
9952.48677946,1518728400,10079.91654039,9950.9320971,10069.0
9853.4201678,1518730200,9988.70009949,9833.49015724,9974.28946696
9930.00000004,1518732000,9959.77097817,9852.36185512,9853.42016778
10047.00000207,1518733800,10089.84479937,9910.13999299,9928.00000005
10074.99999961,1518735600,10121.78558596,10029.01111111,10053.5000008
10004.0,1518737400,10142.10319613,10004.0,10069.99999613
10101.00000007,1518739200,10119.01379999,9985.00000004,10010.0
10224.0525388,1518741000,10242.98149957,10065.0109356,10101.00000012
10201.6,1518742800,10249.99999999,10148.8572,10225.07494409
10274.99999997,1518744600,10275.0,10190.0,10201.6
10186.0000002,1518746400,10279.99999999,10174.99999999,10274.99999997
10162.45529914,1518748200,10215.99999823,10124.89986873,10182.0000004
10167.22400146,1518750000,10197.1849086,10129.11000013,10150.0149002
10070.34209788,1518751800,10189.99999921,10014.99999546,10167.22400145
10010.0,1518753600,10088.56138952,10006.658432,10070.34209788
9985.11979993,1518755400,10033.99999698,9914.74008004,10033.99999698
10072.00000017,1518757200,10098.0,9950.34810711,9971.42220028
10077.3805506,1518759000,10144.0,10071.00000011,10076.0
10039.0,1518760800,10099.99999999,10033.18306451,10088.6810273
9850.73,1518762600,10054.19999997,9840.0,10040.0
9889.0,1518764400,9906.41669697,9800.0,9850.73
9744.99999815,1518766200,9898.71224826,9732.6706464,9898.71224826
9871.43675781,1518768000,9900.00000001,9712.01512944,9732.6706464
9929.89238928,1518769800,9963.99999448,9829.19126951,9859.99999915
9967.5899969,1518771600,9967.58999986,9860.73000045,9946.00529809
9850.00000074,1518773400,9990.00000001,9800.1889939,9967.59000001
9848.72599811,1518775200,9874.35,9780.0,9850.00000074
9769.99999938,1518777000,9848.72599634,9739.44,9848.72599634
9689.72470271,1518778800,9795.7,9674.52416058,9769.99999825
9799.17640057,1518780600,9816.56138848,9686.0,9686.0
9820.56138955,1518782400,9856.00337369,9753.77592842,9799.31
9860.99999959,1518784200,9874.57869998,9749.00000005,9820.56138953
9927.39254672,1518786000,9953.56138955,9860.0,9861.00000003
9840.0,1518787800,9934.5925467,9839.37428356,9934.5925467
9963.74902602,1518789600,9981.44174128,9837.99999998,9840.0
10034.00000216,1518791400,10090.67659962,9936.4615374,9964.0
10078.00000015,1518793200,10100.0,10013.68186309,10034.00000213
10040.75000008,1518795000,10128.56138951,10023.75000001,10078.00000015
10125.98881475,1518796800,10125.98881475,10007.678789,10048.74502496
10089.29999987,1518798600,10150.0,10088.305,10112.11164867
10031.30141308,1518800400,10106.55300207,10023.0529756,10089.29999985
10064.99999778,1518802200,10082.76889999,10031.30141488,10040.0
9899.99999699,1518804000,10064.99999426,9880.0,10064.99999426
9949.99999916,1518805800,9951.24026992,9891.45910198,9891.45910198
9923.23857427,1518807600,9985.00422672,9906.36108177,9949.99999881
10030.0,1518809400,10040.0,9919.00543547,9941.00000004
10016.198994,1518811200,10027.99999774,9950.0,10023.99999997
9995.00000134,1518813000,10031.56138955,9973.14256169,10025.12887551
10061.11923501,1518814800,10109.99999996,9995.00000286,9995.00000286
10086.95965652,1518816600,10098.99999999,10050.2424441,10069.99999975
10135.73999342,1518818400,10137.0,10030.9596568,10066.95965723
10199.00000169,1518820200,10215.0,10127.00000004,10135.73999342
10175.04103243,1518822000,10212.33125156,10164.35932412,10199.00000169
10161.00000514,1518823800,10212.33125155,10158.34449717,10175.04103246
10059.6,1518825600,10161.00000514,10045.0,10161.00000514
10171.39520151,1518827400,10185.9625836,10049.46303418,10060.0
10200.61649191,1518829200,10230.0,10155.57547197,10173.0573
10340.56138955,1518831000,10341.07582234,10195.99480003,10198.95460003
10454.2087,1518832800,10465.587,10340.56138955,10340.56138955
10378.90534935,1518834600,10485.02,10367.55680076,10447.99280014
10419.86869529,1518836400,10440.0,10378.90534805,10378.90534885
10468.99999994,1518838200,10510.04,10383.16735256,10419.86869206
10579.77549254,1518840000,10579.77549254,10461.1000007,10469.0
10555.45950011,1518841800,10589.0,10507.30542561,10579.8
10501.0,1518843600,10575.18209985,10475.83750002,10569.32214204
10527.9762,1518845400,10565.2305,10480.0,10501.0
10678.0,1518847200,10680.01110069,10507.56767584,10527.9762
10778.0,1518849000,10778.0,10676.0,10678.0
10700.0,1518850800,10778.0,10650.50000001,10777.7972
10721.6,1518852600,10761.78781566,10682.64827925,10700.0
10778.0,1518854400,10778.0,10695.37870548,10721.6
10780.0,1518856200,10850.73550013,10740.00000006,10778.0
10816.00000028,1518858000,10828.03084543,10732.48927092,10780.0
10664.00000097,1518859800,10828.03084543,10634.72324492,10828.03084543
10710.0,1518861600,10736.56155,10603.0,10670.00000006
10617.99094344,1518863400,10756.64181655,10617.9909434,10710.0
10688.48999997,1518865200,10700.3581238,10617.99094344,10619.0
10675.4696286,1518867000,10756.94300001,10675.46962786,10688.48999997
10773.62478951,1518868800,10814.16912828,10680.00000013,10709.14719993
10807.99999996,1518870600,10855.10000002,10753.81370004,10773.62478951
10690.10000007,1518872400,10831.99999992,10600.0,10796.30666667
10670.0,1518874200,10759.50748922,10653.00000001,10699.99999829
10552.0,1518876000,10694.05199981,10552.0,10670.0
10635.5321001,1518877800,10651.9329342,10512.0,10552.0
10678.8535,1518879600,10725.0,10638.5482,10638.5482
10732.5616171,1518881400,10742.40696786,10660.0,10680.0
10785.0,1518883200,10785.0,10697.81000002,10733.58467945
10809.79025073,1518885000,10826.0,10754.24862158,10775.19015357
10801.93399812,1518886800,10818.09050474,10741.35713895,10809.79025073
10779.0,1518888600,10849.0,10758.03204443,10799.99999997
10700.0,1518890400,10793.99999784,10690.0,10778.0
10763.92,1518892200,10783.01564,10707.94576298,10707.94576298
10741.03193501,1518894000,10774.99999997,10732.9538405,10763.92
10706.0042561,1518895800,10753.14059193,10686.7521856,10741.03193501
10660.00000134,1518897600,10719.99999771,10652.99999949,10700.0
10753.0,1518899400,10771.09999012,10661.00000007,10665.8929
10784.99999977,1518901200,10798.8091,10738.97587988,10752.99999711
10814.0,1518903000,10830.0,10764.00000313,10764.0000037
10781.56299934,1518904800,10813.9999999,10740.93357809,10805.10000003
10918.0,1518906600,10935.46332897,10778.53812588,10778.53812588
11025.95121601,1518908400,11069.43999976,10905.41486884,10917.22555519
11049.0,1518910200,11059.0,10993.63175945,11034.47560807
10989.99999997,1518912000,11077.3371954,10950.74737006,11049.0
11065.0,1518913800,11065.0,10970.01,10988.90517403
11166.73000003,1518915600,11166.73000003,11064.67578101,11065.0
11170.00000058,1518917400,11225.46331188,11140.0,11166.93550381
11188.75,1518919200,11195.69340637,11120.00000004,11170.00000066
11089.74999877,1518921000,11248.0,11076.69263593,11188.75
10915.44990003,1518922800,11124.56592038,10891.19230224,11078.892
10792.44933177,1518924600,10991.34163446,10760.00000001,10915.44989999
10849.18090001,1518926400,10891.04408343,10769.41352933,10792.44933177
